ID,TYPE,DOMAINE,CRITIQUE_ARGENT,OWNER,FR_ACTUEL,FR_MARCHE,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,BAOULE,AGNI,BETE,ADIOUKROU,EBRIE,ATTIE,ABOURE,SENOUFO_VARIANTE,WE,DAN,ABRON,KOULANGO,LOBI,DIDA,GOURO,AVIKAM,ABIDJI,ALLADIAN,STATUT_LINGUISTIQUE,AUDIO_STATUS,STATUT_INTEGRATION,SOURCE,NOTES
TATA_MONTANT_DEVISE,TTS_OUTPUT,caisse,OUI,claude,{montant} {devise},,montant,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,utils/fcfa.ts:93 ; components/marchand/SaisieGuidee.tsx:44 ; components/marchand/ConfirmationLigne.tsx:40,"Un montant DIT : « 1 500 francs » ; pour une coupure, {montant} = nom de la coupure (lexique.monnaie.coupures). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES."
TATA_RUPTURE,TTS_OUTPUT,stock,non,manus,"Attention, il manquait {liste}. Pense à réapprovisionner.",,liste,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,services/ruptureStock.ts:46,"{liste} = TATA_RUPTURE_LIGNE joints par TATA_LISTE_VIRGULE puis TATA_LISTE_ET. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_RUPTURE_LIGNE,TTS_OUTPUT,stock,non,claude,{manquant} {produit},,manquant produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,services/ruptureStock.ts:41,Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
TATA_LISTE_VIRGULE,TTS_OUTPUT,partage,non,claude,", ",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,services/ruptureStock.ts:45,Séparateur d'énumération (langue). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
TATA_LISTE_ET,TTS_OUTPUT,partage,non,claude, et ,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,services/ruptureStock.ts:45,Dernier séparateur d'énumération (langue). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
TATA_REPLI_TOUCHE_PHOTO,TTS_OUTPUT,vente,non,manus,Touche la photo de ce que tu as vendu.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/SaisieGuidee.tsx:41,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_REPLI_PRIX_CONNU,TTS_OUTPUT,vente,OUI,manus,Le prix est de {montant} {devise}.,,montant,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/SaisieGuidee.tsx:102,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_PRIX_EFFACE,TTS_OUTPUT,vente,OUI,manus,Prix effacé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/SaisieGuidee.tsx:127 ; components/marchand/ConfirmationLigne.tsx:119,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_PRIX_D_UN_SEUL,TTS_OUTPUT,vente,OUI,manus,Prix d'un seul.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/SaisieGuidee.tsx:269 ; components/marchand/ConfirmationLigne.tsx:178,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_PRIX_DU_TOUT,TTS_OUTPUT,vente,OUI,manus,Prix du tout.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/SaisieGuidee.tsx:269 ; components/marchand/ConfirmationLigne.tsx:178,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_QUESTION_CORRECTION,TTS_OUTPUT,vente,OUI,manus,"Qu'est-ce qui est faux ? Change la quantité, ou le prix.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/ConfirmationLigne.tsx:43,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_DEPENSE_MONTANT_INCOMPRIS,TTS_OUTPUT,depense,OUI,manus,Je n'ai pas compris combien tu as dépensé. Redis-moi le montant.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,"components/marchand/MicroVenteCaisse.tsx:259,272","Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_MICRO_INTRO_PRESELECTION,TTS_OUTPUT,vente,non,manus,"Appuie sur le micro, et dis ce que tu as vendu de {produit}.",,produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/MicroVenteCaisse.tsx:294,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_QUE_VENDRE,TTS_OUTPUT,vente,non,manus,Que voulez-vous vendre ?,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/MicroVenteCaisse.tsx:295,"Aussi le H1 de l'écran (texte affiché, hors i18n vocal). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_PRODUIT_AJOUTE_BOUTIQUE,TTS_OUTPUT,vente,non,manus,C'est fait. {produit} est dans ta boutique.,,produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/MicroVenteCaisse.tsx:312,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_AJOUT_BOUTIQUE_ECHEC,TTS_OUTPUT,vente,non,manus,Ça n'a pas marché. Tu pourras l'ajouter depuis Mon stock.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/MicroVenteCaisse.tsx:314,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_ON_NE_CHANGE_RIEN,TTS_OUTPUT,vente,non,manus,"D'accord, on ne change rien.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/MicroVenteCaisse.tsx:323,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_QUEL_PRIX,TTS_OUTPUT,caisse,OUI,manus,{produit}. Quel est ton prix ?,,produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:149,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_INDIQUE_PRIX,TTS_OUTPUT,caisse,OUI,manus,Il faut indiquer ton prix,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:168,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_ARTICLE_IMPOSSIBLE,TTS_OUTPUT,caisse,OUI,manus,Impossible d'ajouter cet article,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:180,"Repli quand le serveur ne donne pas de message. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_ARTICLE_AJOUTE_CATALOGUE,TTS_OUTPUT,caisse,OUI,manus,{produit} ajouté à ton catalogue et au panier,,produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:191,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_MONTANT_TOTAL_INVALIDE,TTS_OUTPUT,caisse,OUI,manus,Montant total invalide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:256,"Garde de handlePay. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_MONTANT_RECU_INSUFFISANT,TTS_OUTPUT,caisse,OUI,manus,Montant reçu insuffisant,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:260,"Garde de handlePay. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_CHOISIS_OPERATEUR,TTS_OUTPUT,caisse,OUI,manus,Choisis l'opérateur,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:261,"Mobile money (désactivé en pilote). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_VENTE_ENREGISTREE,TTS_OUTPUT,caisse,OUI,manus,Vente enregistrée. {total} {devise},,total,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:320,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_VENTE_ENREGISTREE_RUPTURE,TTS_OUTPUT,caisse,OUI,manus,Vente enregistrée. {total} {devise}. {avertissement},,total avertissement,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:320,"{avertissement} = TATA_RUPTURE. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_VENTE_ECHEC,TTS_OUTPUT,caisse,OUI,manus,La vente n'a pas pu être enregistrée. Réessaie.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:324,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_VENTE_CREDIT_ENREGISTREE,TTS_OUTPUT,credit,OUI,manus,Vente à crédit enregistrée. {total} {devise},,total,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:470,"Crédit désactivé en pilote espèces. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_QUANTITE_LIGNE,TTS_OUTPUT,caisse,OUI,manus,{produit} : {quantite},,produit quantite,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:543,"Négoce : quantité tapée. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_PRIX_UNITE_LIGNE,TTS_OUTPUT,caisse,OUI,manus,{produit} : {prix} {devise} l'unité,,produit prix,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:576,"Négoce : prix convenu tapé. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_TOTAL,TTS_OUTPUT,caisse,OUI,manus,Total : {total} {devise},,total,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:609,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_MONNAIE_A_RENDRE,TTS_OUTPUT,caisse,OUI,manus,Monnaie à rendre : {monnaie} {devise},,monnaie,{devise},,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:758,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
TATA_AJOUTE_PRODUITS_D_ABORD,TTS_OUTPUT,caisse,OUI,manus,Ajoute d'abord des produits au panier.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,migre,components/marchand/POSCaisse.tsx:846,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_001,TTS_OUTPUT,auth,non,manus,"Tape le code que tu as reçu, puis choisis ton code secret à quatre chiffres. Personne d'autre ne doit le connaître.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/ActivationScreen.tsx:51,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_002,TTS_OUTPUT,auth,non,manus,Compte activé ! Tu peux maintenant te connecter avec ton code.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/ActivationScreen.tsx:71,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_003,TTS_OUTPUT,auth,non,manus,Effacé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:1029,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_004,TTS_OUTPUT,auth,non,manus,"Voilà, tu peux parler maintenant. Touche le micro et dis ton numéro.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:1334,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_005,TTS_OUTPUT,auth,non,manus,"Maintenant, des images à la place des chiffres.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:141,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_006,TTS_OUTPUT,auth,non,manus,Retour aux chiffres.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:141,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_007,TTS_OUTPUT,auth,non,manus,C'est fait. Je m'adapte à toi.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:358,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_008,TTS_OUTPUT,auth,non,manus,"Pour que je puisse t'écouter, je vérifie ma voix. Touche le bouton, ou tape ton numéro.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:660,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_009,TTS_OUTPUT,auth,non,manus,"{prenom}, veux-tu que Tata Nanti Lou te reconnaisse la prochaine fois ? Ce sera plus rapide.",,prenom,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/PropositionReconnaissance.tsx:45,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_010,TTS_OUTPUT,auth,non,manus,"C'est fait ! La prochaine fois, ton téléphone te reconnaîtra.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/PropositionReconnaissance.tsx:60,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_011,TTS_OUTPUT,auth,non,manus,"Ta session a expiré. Reconnecte-toi, puis on réessaiera.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/PropositionReconnaissance.tsx:66,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_012,TTS_OUTPUT,auth,non,manus,Ça n'a pas marché ici. Tu pourras réessayer plus tard dans les réglages.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/PropositionReconnaissance.tsx:71 ; components/auth/PropositionReconnaissance.tsx:75,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_013,TTS_OUTPUT,auth,non,manus,retour,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/Welcome.tsx:25,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_014,TTS_OUTPUT,auth,non,manus,accueil,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/Welcome.tsx:25,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
BO_001,TTS_OUTPUT,backoffice,non,manus,Bonjour {prenom}. Vous êtes connecté en tant que {role}. Il y a {nouveauxCount} ticket{s} en attente. Comment puis-je vous aider ?,,prenom role nouveauxCount s,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/backoffice/BOLayout.tsx:1058,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
